% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=917597, Mon May 13 08:32:14 2019
23 230 -0.3667001470803378 -0.04828928899628381 0.0025820935071488027 0.3654187756132921 1 1 1 1 1 1 1 1 1
24 240 -0.36467525351145885 -0.025330210722653245 0.0011778814095470666 0.36094787844590426 1 1 1 1 1 1 1 1 1
102 1020 -0.774694776031232 -0.008236270461017502 0.052839144457900056 0.6786540526573034 1 1 1 1 1 1 1 1 1
25 250 -0.3480833458143303 -0.052217402977866555 0.02605381753832672 0.38461803797819716 1 1 1 1 1 1 1 1 1
26 260 -0.33507911490850845 -0.007345974887216299 0.0038281202162493717 0.4149592658143022 1 1 1 1 1 1 1 1 1
27 270 -0.3318556800404343 -0.03663512579095517 0.014652598219310423 0.46488347437917155 1 1 1 1 1 1 1 1 1
103 1030 -0.7929258983356998 -0.07153498022658815 0.010353568881588145 0.6866444507892009 1 1 1 1 1 1 1 1 1
28 280 -0.3115118181117886 -0.004194537524630714 0.008589677022657366 0.45633791912667215 1 1 1 1 1 1 1 1 1
29 290 -0.3469792138734578 -0.006886293629773865 0.014119204525507108 0.5023406409801024 1 1 1 1 1 1 1 1 1
104 1040 -0.7678872577617013 -0.0041101471466557325 0.047643249333440885 0.687248505123118 1 1 1 1 1 1 1 1 1
30 300 -0.35860828429239944 -0.01470367623669471 0.01959645322954496 0.49174287831181246 1 1 1 1 1 1 1 1 1
31 310 -0.41633201264030584 -0.002754848863888876 0.0148407381908391 0.4988587416945747 1 1 1 1 1 1 1 1 1
32 320 -0.4504814415797996 -0.0029050520240910434 0.013865542971717364 0.5148698303719612 1 1 1 1 1 1 1 1 1
105 1050 -0.7750672493146028 -0.007554657051593625 0.006041329890383355 0.6691427443585207 1 1 1 1 1 1 1 1 1
33 330 -0.4384205082382893 -2.106519060978001e-05 0.020497846411597496 0.5019649189395329 1 1 1 1 1 1 1 1 1
34 340 -0.4571083399037624 -0.0018598754445348334 0.0036209061793676034 0.545884171093367 1 1 1 1 1 1 1 1 1
35 350 -0.5026097001797522 -0.015651039498299355 0.004026418786336199 0.5864750385671846 1 1 1 1 1 1 1 1 1
106 1060 -0.777498147192634 -0.00012978950652360656 0.016747435566558413 0.6672508015321624 1 1 1 1 1 1 1 1 1
36 360 -0.5038084263305115 -0.022909071841182373 0.006338780106649185 0.5885189845961533 1 1 1 1 1 1 1 1 1
37 370 -0.5104228171520016 -0.004634297581321664 0.13489403507923114 0.5822405024247895 1 1 1 1 1 1 1 1 1
107 1070 -0.7560115338857573 -0.009888784482273814 0.01373857937461448 0.6426407087775214 1 1 1 1 1 1 1 1 1
38 380 -0.5071657321662617 -0.02195666517466008 0.013187828596613748 0.5781403049279581 1 1 1 1 1 1 1 1 1
39 390 -0.5345786025881685 -0.03295226257034711 0.003982734445099929 0.5860014702604036 1 1 1 1 1 1 1 1 1
40 400 -0.5381583612134291 -0.02429690005437472 0.01376748264352234 0.592372358803792 1 1 1 1 1 1 1 1 1
108 1080 -0.7539766144544507 -0.009705000959743335 0.023609784387587714 0.6495131624665536 1 1 1 1 1 1 1 1 1
41 410 -0.5393342102763129 -0.00031095068196312903 0.035482451719833406 0.6110409536596304 1 1 1 1 1 1 1 1 1
42 420 -0.5308055435059816 -0.018041759831097195 0.010327865908680987 0.5922244801514049 1 1 1 1 1 1 1 1 1
109 1090 -0.7489032069445208 -0.014555239020049423 0.015136553495721928 0.622006540568704 1 1 1 1 1 1 1 1 1
110 1100 -0.7293371691759485 -0.020654022764577815 0.0048150805340248645 0.5909004917407195 1 1 1 1 1 1 1 1 1
