% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=917597, Mon May 13 08:32:14 2019
1 10 -0.05326723679708068 -0.0005119337957147117 0.005159558146398647 0.08161884547095086 1 1 1 1 1 1 1 1 1
2 20 -0.1037686598410977 -0.004502281644931319 0.003310237920335776 0.07295320234281767 1 1 1 1 1 1 1 1 1
94 940 -0.7441654474095146 -0.018165231718299896 0.004917029867702661 0.672848712458437 1 1 1 1 1 1 1 1 1
3 30 -0.10102573928962572 -0.0020295542285338553 0.004010952828494008 0.07986926291396643 1 1 1 1 1 1 1 1 1
4 40 -0.10914060142410846 -0.0013339209518688428 0.008184231318711686 0.09390436945770689 1 1 1 1 1 1 1 1 1
5 50 -0.1714006633324356 -0.009257564925105282 0.006434420113105641 0.1389789554165389 1 1 1 1 1 1 1 1 1
95 950 -0.7557462134192245 -0.0037239188624714216 0.012099372599818345 0.6573055565677882 1 1 1 1 1 1 1 1 1
6 60 -0.19515952978444345 -0.005589928627457159 0.004982088940192658 0.2333851265170672 1 1 1 1 1 1 1 1 1
7 70 -0.19280944495549993 -0.012102552388440452 0.0017632942130400237 0.2083806107704531 1 1 1 1 1 1 1 1 1
8 80 -0.2110521666317877 -0.013591317365158964 0.0029424236834988543 0.1954263862113098 1 1 1 1 1 1 1 1 1
96 960 -0.7544931492998972 -0.0003734892252304071 0.012134970938826489 0.6494613968248517 1 1 1 1 1 1 1 1 1
9 90 -0.25468829769223983 -0.001986411105958989 0.0011060157468184189 0.21253689912056692 1 1 1 1 1 1 1 1 1
10 100 -0.3045773419505549 -0.006554820138539074 0.018195940916166768 0.32401090617993 1 1 1 1 1 1 1 1 1
97 970 -0.7586810181704202 -0.031160594907576233 0.0008340500908401299 0.6192322508319822 1 1 1 1 1 1 1 1 1
11 110 -0.33638186254323993 -0.0032747308445704865 0.0018043838979653433 0.34976887400534123 1 1 1 1 1 1 1 1 1
12 120 -0.30380669788996 -0.00042642734718840254 0.002432324530267738 0.36071464471404474 1 1 1 1 1 1 1 1 1
13 130 -0.3323380783881081 -0.004399862070957745 0.016442742548887675 0.3642686752537636 1 1 1 1 1 1 1 1 1
98 980 -0.7685972201260264 -0.015548732086704683 0.015261794593948962 0.6091748601288616 1 1 1 1 1 1 1 1 1
14 140 -0.3214969100561027 -0.004715158927488308 0.002917132478920048 0.37988283962047337 1 1 1 1 1 1 1 1 1
15 150 -0.3530896620851792 -0.015556758283656219 0.00029189889285779173 0.39782804522867854 1 1 1 1 1 1 1 1 1
16 160 -0.3802450082627487 -0.029079155173337434 0.013047394831332956 0.40165850397016245 1 1 1 1 1 1 1 1 1
99 990 -0.7915481745072839 -0.01272745978386433 0.0739396090924716 0.6481576062902061 1 1 1 1 1 1 1 1 1
17 170 -0.3975579620777498 -0.03156570755336917 0.0008092666530672933 0.39072935231838585 1 1 1 1 1 1 1 1 1
18 180 -0.43320787836980795 -0.024240053188427882 0.004952523227578796 0.3723803965772199 1 1 1 1 1 1 1 1 1
100 1000 -0.7842924998116022 -0.02210456885014479 0.004009141437259866 0.6730186269943633 1 1 1 1 1 1 1 1 1
19 190 -0.4459414873299143 -0.014560653239093294 0.046330388635635794 0.3331757154012304 1 1 1 1 1 1 1 1 1
20 200 -0.3883822548697369 -0.012319748209246514 0.009712649273186756 0.34065928054433936 1 1 1 1 1 1 1 1 1
21 210 -0.39461661706297263 -0.004994991861966505 0.0011054163950313836 0.324262698988452 1 1 1 1 1 1 1 1 1
101 1010 -0.7736727159199748 -0.044845140876362516 0.005588774664276873 0.6752281376639251 1 1 1 1 1 1 1 1 1
22 220 -0.378149031594581 -0.029789120791749592 0.005151553771275502 0.37025133790966547 1 1 1 1 1 1 1 1 1
