% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=267416, Tue May  7 12:21:52 2019, <python>{}</python>
1 225 0.46929223910290285 1.000049862354197 1474264.668024309 1.4742646680243090e+06 2696994.8691066895 2696994.8691066895   
2 450 0.4512064249579231 1.0115762158748633 1474264.668024309 1.4742646680243090e+06 2696994.8691066895 2696994.8691066895   
3 675 0.44682847956338473 1.013255735480261 856511.661156995 8.5651166115699499e+05 2696994.8691066895 2696994.8691066895   
4 900 0.445241529248468 1.0146252514566756 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
5 1125 0.4435345202325263 1.015501959084006 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
6 1350 0.44325002420007875 1.0163103740178152 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
7 1575 0.44489592354355806 1.0172938513654113 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
8 1800 0.44807919989125133 1.0182468277435903 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
9 2025 0.4521076701897008 1.0189519775312756 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
10 2250 0.4558757335595274 1.0201917904433062 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
11 2475 0.45842557544519424 1.020992405552979 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
12 2700 0.4587626114908542 1.0215297244380517 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
13 2925 0.460382302611129 1.0225358668123947 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
14 3150 0.46264339359510503 1.0234929442563998 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
15 3375 0.4621851414863853 1.024537765486922 856511.661156995 1.4742646680243090e+06 1474264.668024309 2696994.8691066895   
16 3600 0.46240663668660537 1.025616194857062 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
17 3825 0.46183482328603737 1.0265204546069484 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
18 4050 0.46584845676997705 1.0276472551998745 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
19 4275 0.4710078475141736 1.0286876592776262 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
20 4500 0.4784371892117836 1.0297441255346675 856511.661156995 8.5651166115699499e+05 1474264.668024309 2696994.8691066895   
21 4725 0.48718177822863695 1.0308641359429551 856511.661156995 8.5651166115699499e+05 856511.661156995 2696994.8691066895   
22 4950 0.4947338594021366 1.0318100535448698 856511.661156995 8.5651166115699499e+05 856511.661156995 2696994.8691066895   
23 5175 0.5033401547333886 1.0332422968613804 856511.661156995 8.5651166115699499e+05 856511.661156995 2696994.8691066895   
